State	Up	Down	Left	Right	Policy
((1, 11), (3, 2))	-648.20	-648.56	-649.34	-647.72	RIGHT
((1, 11), (3, 4))	-590.67	-589.17	-588.73	-601.42	LEFT
((1, 11), (3, 5))	-399.23	-412.92	-399.43	-399.67	UP
((1, 11), (3, 7))	-142.12	-141.61	-141.49	-153.44	LEFT
((1, 11), (3, 8))	-147.06	-157.66	-147.34	-146.16	RIGHT
((1, 11), (3, 9))	-137.43	-156.10	-138.04	-137.37	RIGHT
((1, 11), (3, 10))	-82.00	-110.90	-82.01	-99.59	UP
((1, 11), (3, 13))	-0.70	0.00	0.00	-0.50	DOWN
((1, 11), (4, 1))	-688.15	-687.40	-688.58	-685.99	RIGHT
((1, 11), (4, 2))	-665.01	-665.96	-666.38	-700.68	UP
((1, 11), (4, 4))	-586.17	-585.51	-585.24	-590.75	LEFT
((1, 11), (4, 5))	-328.10	-365.85	-329.07	-339.18	UP
((1, 11), (4, 6))	-255.17	-264.84	-255.90	-269.59	UP
((1, 11), (4, 7))	-148.48	-170.68	-147.02	-147.67	LEFT
((1, 11), (4, 8))	-149.76	-151.94	-149.21	-149.23	LEFT
((1, 11), (4, 9))	-158.11	-157.32	-157.82	-164.67	DOWN
((1, 11), (4, 10))	-159.81	-178.79	-159.36	-195.86	LEFT
((1, 12), (1, 1))	-633.90	-737.66	-633.81	-633.74	RIGHT
((1, 12), (1, 2))	-605.88	-814.76	-605.07	-604.98	RIGHT
((1, 12), (1, 3))	-610.51	-923.16	-611.99	-610.71	UP
((1, 12), (1, 4))	-527.08	-921.36	-530.24	-527.57	UP
((1, 12), (1, 5))	-582.53	-938.64	-583.76	-582.41	RIGHT
((1, 12), (1, 8))	-110.32	-727.62	-110.86	-110.75	UP
((1, 12), (1, 9))	-117.37	-474.18	-116.67	-117.01	LEFT
((1, 12), (1, 10))	-35.28	-347.34	-35.22	-35.13	RIGHT
((1, 12), (1, 11))	-28.63	-346.65	-29.77	-28.98	UP
((1, 12), (1, 13))	803.32	-1006.00	673.85	630.11	UP
((1, 12), (2, 1))	-640.82	-952.34	-642.18	-641.52	UP
((1, 12), (2, 2))	-582.10	-789.74	-580.97	-580.51	RIGHT
((1, 12), (2, 4))	-519.09	-849.89	-518.06	-516.41	RIGHT
((1, 12), (2, 5))	-458.75	-894.23	-457.27	-458.37	LEFT
((1, 12), (2, 8))	-147.22	-414.42	-148.47	-147.37	UP
((1, 12), (2, 9))	-114.02	-413.61	-114.40	-109.06	RIGHT
((1, 12), (2, 10))	-57.87	-273.17	-58.46	-57.65	RIGHT
((1, 12), (2, 11))	-37.12	-272.63	-36.89	-36.75	RIGHT
((1, 12), (2, 13))	559.71	-981.38	638.69	841.24	RIGHT
((1, 12), (3, 1))	-632.35	-924.96	-633.22	-632.51	UP
((1, 12), (3, 2))	-638.33	-970.41	-639.57	-636.87	RIGHT
((1, 12), (3, 4))	-568.42	-866.90	-568.19	-566.36	RIGHT
((1, 12), (3, 5))	-392.40	-663.05	-394.17	-395.80	UP
((1, 12), (3, 7))	-124.98	-475.12	-126.19	-125.39	UP
((1, 12), (3, 8))	-129.30	-274.25	-130.97	-130.94	UP
((1, 12), (3, 9))	-136.07	-473.24	-136.08	-136.16	UP
((1, 12), (3, 10))	-75.58	-346.65	-75.12	-75.42	LEFT
((1, 12), (3, 13))	-0.60	0.00	-0.60	620.71	RIGHT
((1, 12), (4, 1))	-674.03	-835.88	-675.98	-672.91	RIGHT
((1, 12), (4, 2))	-648.19	-899.51	-646.17	-645.83	RIGHT
((1, 12), (4, 4))	-561.60	-946.77	-562.60	-559.50	RIGHT
((1, 12), (4, 5))	-317.00	-623.61	-317.19	-315.68	RIGHT
((1, 12), (4, 6))	-245.01	-622.38	-244.64	-244.67	LEFT
((1, 12), (4, 7))	-146.13	-577.51	-142.66	-143.31	LEFT
((1, 12), (4, 8))	-143.59	-694.42	-143.80	-141.96	RIGHT
((1, 12), (4, 9))	-140.08	-657.83	-138.71	-139.30	LEFT
((1, 12), (4, 10))	-147.93	-723.31	-146.55	-149.02	LEFT
((1, 13), (1, 1))	-627.55	-627.50	-629.86	-626.86	RIGHT
((1, 13), (1, 2))	-601.11	-601.96	-602.93	-601.75	UP
((1, 13), (1, 3))	-607.84	-617.59	-611.25	-609.40	UP
((1, 13), (1, 4))	-532.47	-532.04	-544.97	-531.52	RIGHT
((1, 13), (1, 5))	-583.60	-584.68	-582.54	-582.30	RIGHT
((1, 13), (1, 8))	-118.12	-114.49	-125.05	-118.08	DOWN
((1, 13), (1, 9))	-115.57	-115.05	-114.97	-115.29	LEFT
((1, 13), (1, 10))	-32.36	-33.00	-33.22	-32.30	RIGHT
((1, 13), (1, 11))	-28.71	-29.56	-28.60	-28.12	RIGHT
((1, 13), (1, 12))	-15.27	-22.24	-14.70	-14.81	LEFT
((1, 13), (2, 1))	-640.86	-640.58	-639.22	-639.88	LEFT
((1, 13), (2, 2))	-574.90	-575.40	-577.22	-575.82	UP
((1, 13), (2, 4))	-517.68	-502.51	-516.51	-516.82	DOWN
((1, 13), (2, 5))	-457.48	-459.36	-488.63	-458.44	UP
((1, 13), (2, 8))	-145.82	-141.58	-145.32	-146.74	DOWN
((1, 13), (2, 9))	-122.74	-135.06	-135.13	-123.37	UP
((1, 13), (2, 10))	-59.37	-54.64	-58.74	-58.32	DOWN
((1, 13), (2, 11))	-35.95	-36.43	-36.47	-35.81	RIGHT
((1, 13), (2, 13))	619.64	951.53	660.37	763.25	DOWN
((1, 13), (3, 1))	-625.41	-624.74	-624.75	-625.27	DOWN
((1, 13), (3, 2))	-633.62	-631.90	-632.72	-633.24	DOWN
((1, 13), (3, 4))	-573.44	-602.31	-571.40	-571.22	RIGHT
((1, 13), (3, 5))	-389.82	-389.45	-412.95	-388.83	RIGHT
((1, 13), (3, 7))	-136.95	-136.41	-155.58	-139.18	DOWN
((1, 13), (3, 8))	-135.30	-135.88	-137.80	-135.75	UP
((1, 13), (3, 9))	-143.03	-165.09	-187.95	-143.14	UP
((1, 13), (3, 10))	-79.02	-77.48	-77.30	-76.96	RIGHT
((1, 13), (3, 13))	233.49	984.82	243.43	551.11	DOWN
((1, 13), (4, 1))	-671.31	-668.90	-669.59	-668.90	RIGHT
((1, 13), (4, 2))	-641.10	-636.52	-641.73	-642.52	DOWN
((1, 13), (4, 4))	-561.58	-581.43	-562.23	-562.37	UP
((1, 13), (4, 5))	-315.98	-339.86	-316.23	-316.26	UP
((1, 13), (4, 6))	-243.45	-242.96	-243.73	-242.65	RIGHT
((1, 13), (4, 7))	-144.56	-144.99	-145.07	-144.42	RIGHT
((1, 13), (4, 8))	-140.34	-127.19	-141.21	-140.10	DOWN
((1, 13), (4, 9))	-156.40	-159.90	-176.35	-155.74	RIGHT
((1, 13), (4, 10))	-159.33	-160.39	-171.01	-158.59	RIGHT
((2, 0), (1, 1))	-242.60	-335.07	-321.97	-333.61	UP
((2, 0), (1, 2))	-571.18	-750.02	-596.69	-293.82	RIGHT
((2, 0), (1, 3))	-749.97	-750.15	-750.88	-675.70	RIGHT
((2, 0), (1, 4))	-687.23	-687.95	-687.40	-687.18	RIGHT
((2, 0), (1, 5))	-657.72	-657.66	-657.89	-658.46	DOWN
((2, 0), (1, 8))	-15.29	-13.82	-14.07	-14.76	DOWN
((2, 0), (1, 9))	-48.17	-48.78	-48.33	-48.37	UP
((2, 0), (2, 1))	-776.63	-365.73	-776.81	-776.26	DOWN
((2, 0), (2, 2))	-756.59	-757.40	-756.93	-757.14	UP
((2, 0), (2, 4))	-681.09	-680.02	-680.10	-680.81	DOWN
((2, 0), (2, 5))	-600.37	-601.21	-601.10	-600.55	UP
((2, 0), (2, 8))	-70.90	-72.09	-71.97	-70.62	RIGHT
((2, 0), (2, 9))	-58.15	-56.14	-56.55	-57.09	DOWN
((2, 0), (2, 10))	-10.62	-9.13	-9.58	-9.31	DOWN
((2, 0), (2, 11))	-1.70	-1.70	-1.60	-3.02	LEFT
((2, 0), (3, 1))	-781.51	-781.98	-782.04	-781.92	UP
((2, 0), (3, 2))	-765.55	-766.29	-765.88	-765.73	UP
((2, 0), (3, 4))	-665.49	-665.61	-665.46	-666.11	LEFT
((2, 0), (3, 5))	-499.37	-499.64	-499.71	-498.90	RIGHT
((2, 0), (3, 7))	-67.42	-67.20	-67.08	-67.38	LEFT
((2, 0), (3, 8))	-65.33	-66.44	-66.02	-66.21	UP
((2, 0), (3, 9))	-63.72	-64.55	-64.40	-63.60	RIGHT
((2, 0), (3, 10))	-12.72	-11.66	-12.62	-12.61	DOWN
((2, 0), (4, 1))	-791.13	-791.55	-790.67	-790.64	RIGHT
((2, 0), (4, 2))	-783.25	-784.21	-783.81	-783.38	UP
((2, 0), (4, 4))	-628.63	-626.97	-627.23	-626.48	RIGHT
((2, 0), (4, 5))	-455.80	-456.21	-456.39	-455.67	RIGHT
((2, 0), (4, 6))	-282.50	-283.13	-283.29	-282.61	UP
((2, 0), (4, 7))	-97.32	-96.81	-96.20	-96.25	LEFT
((2, 0), (4, 8))	-103.12	-103.87	-103.64	-104.19	UP
((2, 0), (4, 9))	-84.59	-85.09	-84.18	-83.97	RIGHT
((2, 0), (4, 10))	-57.28	-58.24	-58.23	-57.66	UP
((2, 1), (1, 1))	-341.78	-345.22	-269.34	-346.25	LEFT
((2, 1), (1, 2))	-303.09	-590.77	-352.27	-361.58	UP
((2, 1), (1, 3))	-346.90	-646.85	-746.29	-586.14	UP
((2, 1), (1, 4))	-689.31	-687.00	-686.61	-686.54	RIGHT
((2, 1), (1, 5))	-659.26	-658.27	-658.46	-687.60	DOWN
((2, 1), (1, 8))	-18.16	-18.12	-17.93	-25.87	LEFT
((2, 1), (1, 9))	-48.16	-48.87	-48.49	-49.39	UP
((2, 1), (2, 2))	-755.73	-756.38	-756.30	-1013.13	UP
((2, 1), (2, 4))	-681.31	-680.98	-681.58	-687.14	DOWN
((2, 1), (2, 5))	-600.54	-601.27	-601.26	-601.10	UP
((2, 1), (2, 8))	-73.35	-72.53	-71.87	-85.47	LEFT
((2, 1), (2, 9))	-57.93	-58.29	-58.26	-58.10	UP
((2, 1), (2, 10))	-10.16	-11.26	-10.84	-11.44	UP
((2, 1), (2, 11))	-3.32	-3.04	-3.04	-2.81	RIGHT
((2, 1), (3, 1))	-779.92	-780.18	-779.61	-779.39	RIGHT
((2, 1), (3, 2))	-763.18	-780.30	-763.73	-771.95	UP
((2, 1), (3, 4))	-666.96	-666.65	-666.20	-709.87	LEFT
((2, 1), (3, 5))	-500.43	-500.33	-499.62	-499.59	RIGHT
((2, 1), (3, 7))	-68.45	-69.47	-68.54	-76.69	UP
((2, 1), (3, 8))	-66.45	-66.78	-67.24	-72.12	UP
((2, 1), (3, 9))	-64.93	-66.06	-65.45	-66.38	UP
((2, 1), (3, 10))	-12.94	-12.50	-13.63	-11.80	RIGHT
((2, 1), (4, 1))	-791.61	-792.59	-791.16	-791.29	LEFT
((2, 1), (4, 2))	-782.07	-783.99	-782.75	-782.18	UP
((2, 1), (4, 4))	-627.57	-626.90	-627.42	-626.68	RIGHT
((2, 1), (4, 5))	-458.24	-456.82	-456.79	-456.57	RIGHT
((2, 1), (4, 6))	-283.88	-283.66	-283.06	-283.47	LEFT
((2, 1), (4, 7))	-97.43	-96.89	-96.80	-122.05	LEFT
((2, 1), (4, 8))	-103.23	-104.10	-104.65	-104.84	UP
((2, 1), (4, 9))	-86.24	-85.26	-84.65	-99.89	LEFT
((2, 1), (4, 10))	-58.84	-57.69	-59.11	-58.74	DOWN
((2, 2), (1, 1))	-422.77	-439.40	-309.15	-1018.98	LEFT
((2, 2), (1, 2))	-636.97	-734.84	-275.18	-994.09	LEFT
((2, 2), (1, 3))	-272.37	-417.47	-375.15	-1015.00	UP
((2, 2), (1, 4))	-316.06	-699.85	-683.58	-983.63	UP
((2, 2), (1, 5))	-653.29	-658.66	-654.36	-976.28	UP
((2, 2), (1, 8))	-21.10	-19.70	-19.57	-101.50	LEFT
((2, 2), (1, 9))	-47.56	-48.81	-48.68	-349.06	UP
((2, 2), (2, 1))	-771.68	-438.24	-771.12	-988.71	DOWN
((2, 2), (2, 4))	-672.47	-672.75	-673.04	-987.64	UP
((2, 2), (2, 5))	-601.00	-628.45	-601.61	-978.22	UP
((2, 2), (2, 8))	-70.69	-69.86	-70.35	-274.52	DOWN
((2, 2), (2, 9))	-59.69	-75.74	-58.66	-274.52	LEFT
((2, 2), (2, 10))	-12.52	-11.03	-11.84	-101.30	DOWN
((2, 2), (2, 11))	-3.15	-2.85	-3.01	-101.30	DOWN
((2, 2), (3, 1))	-776.54	-776.16	-776.69	-996.38	DOWN
((2, 2), (3, 2))	-748.40	-748.28	-748.79	-998.33	DOWN
((2, 2), (3, 4))	-665.26	-674.27	-665.44	-959.98	UP
((2, 2), (3, 5))	-501.59	-501.99	-500.86	-954.09	LEFT
((2, 2), (3, 7))	-68.57	-76.82	-68.63	-348.37	UP
((2, 2), (3, 8))	-62.56	-66.98	-62.45	-348.37	LEFT
((2, 2), (3, 9))	-66.71	-68.19	-67.44	-348.37	UP
((2, 2), (3, 10))	-15.61	-13.68	-14.14	-101.30	DOWN
((2, 2), (4, 1))	-788.28	-795.23	-789.06	-1014.49	UP
((2, 2), (4, 2))	-778.81	-779.12	-779.24	-976.28	UP
((2, 2), (4, 4))	-626.52	-656.95	-625.83	-954.09	LEFT
((2, 2), (4, 5))	-460.57	-462.26	-459.91	-755.51	LEFT
((2, 2), (4, 6))	-282.80	-286.44	-282.81	-755.51	UP
((2, 2), (4, 7))	-90.57	-91.61	-91.29	-348.37	UP
((2, 2), (4, 8))	-104.63	-103.96	-104.59	-576.94	DOWN
((2, 2), (4, 9))	-82.20	-82.83	-83.01	-414.83	UP
((2, 2), (4, 10))	-58.57	-57.67	-59.08	-192.47	DOWN
((2, 4), (1, 1))	-712.94	-712.85	-1002.26	-716.76	DOWN
((2, 4), (1, 2))	-702.85	-696.91	-1004.82	-701.91	DOWN
((2, 4), (1, 3))	-682.70	-682.51	-971.97	-693.77	DOWN
((2, 4), (1, 4))	-632.84	-608.09	-942.13	-608.59	DOWN
((2, 4), (1, 5))	-188.32	-360.66	-1014.87	-330.11	UP
((2, 4), (1, 8))	-43.63	-43.92	-475.59	-44.77	UP
((2, 4), (1, 9))	-77.76	-79.56	-415.65	-93.97	UP
((2, 4), (1, 10))	-4.73	-3.96	-101.50	-4.06	DOWN
((2, 4), (1, 11))	-1.30	-1.50	-101.50	-1.30	UP
((2, 4), (1, 12))	0.00	0.00	-101.50	-1.30	UP
((2, 4), (2, 1))	-726.31	-738.12	-991.54	-724.86	RIGHT
((2, 4), (2, 2))	-708.02	-698.46	-994.42	-724.28	DOWN
((2, 4), (2, 5))	-461.23	-416.20	-992.46	-968.14	DOWN
((2, 4), (2, 8))	-101.08	-101.60	-414.83	-100.81	RIGHT
((2, 4), (2, 9))	-90.18	-90.21	-474.65	-105.34	UP
((2, 4), (2, 10))	-35.12	-38.24	-192.47	-35.81	UP
((2, 4), (2, 11))	-10.68	-11.22	-192.47	-12.20	UP
((2, 4), (3, 1))	-728.34	-729.25	-1000.30	-741.30	UP
((2, 4), (3, 2))	-746.62	-745.67	-986.77	-754.43	DOWN
((2, 4), (3, 4))	-681.66	-683.20	-1012.99	-693.76	UP
((2, 4), (3, 5))	-128.41	-428.35	-1012.22	-170.73	UP
((2, 4), (3, 7))	-90.72	-92.67	-274.52	-90.41	RIGHT
((2, 4), (3, 8))	-86.91	-108.55	-576.94	-86.35	RIGHT
((2, 4), (3, 9))	-98.94	-101.30	-474.65	-98.52	RIGHT
((2, 4), (3, 10))	-38.42	-37.63	-192.47	-38.54	DOWN
((2, 4), (4, 1))	-755.37	-734.61	-1008.12	-754.46	DOWN
((2, 4), (4, 2))	-743.90	-714.79	-1001.50	-737.89	DOWN
((2, 4), (4, 4))	-640.55	-645.11	-990.18	-638.74	RIGHT
((2, 4), (4, 5))	-209.07	56.55	-1013.00	-162.21	DOWN
((2, 4), (4, 6))	-304.12	-117.26	-860.95	-352.85	DOWN
((2, 4), (4, 7))	-111.62	-127.20	-474.65	-112.61	UP
((2, 4), (4, 8))	-138.62	-138.69	-620.54	-139.70	UP
((2, 4), (4, 9))	-93.10	-95.87	-620.54	-96.08	UP
((2, 4), (4, 10))	-88.59	-139.32	-528.49	-88.67	UP
((2, 5), (1, 1))	-735.47	-723.84	-713.70	-948.63	LEFT
((2, 5), (1, 2))	-732.96	-686.37	-728.13	-966.62	DOWN
((2, 5), (1, 3))	-673.29	-672.72	-684.52	-970.05	DOWN
((2, 5), (1, 4))	-648.93	-617.11	-622.36	-995.40	DOWN
((2, 5), (1, 5))	-525.04	-626.45	-231.23	-995.50	LEFT
((2, 5), (1, 8))	-44.35	-46.32	-159.16	-274.25	UP
((2, 5), (1, 9))	-119.75	-107.83	-99.74	-274.25	LEFT
((2, 5), (1, 10))	-6.01	-6.81	-6.56	-274.25	UP
((2, 5), (1, 11))	0.00	0.00	-1.40	-192.28	UP
((2, 5), (1, 12))	0.00	0.00	-1.40	-101.20	UP
((2, 5), (2, 1))	-719.64	-713.85	-717.73	-919.55	DOWN
((2, 5), (2, 2))	-692.83	-723.76	-693.39	-999.42	UP
((2, 5), (2, 4))	-617.13	-596.16	-979.18	-1005.15	DOWN
((2, 5), (2, 8))	-163.46	-106.71	-105.83	-473.24	LEFT
((2, 5), (2, 9))	-87.64	-122.51	-87.64	-413.61	UP
((2, 5), (2, 10))	-38.45	-38.98	-38.02	-191.90	LEFT
((2, 5), (2, 11))	-17.96	-17.78	-21.64	-101.00	DOWN
((2, 5), (3, 1))	-711.77	-707.64	-733.75	-1001.39	DOWN
((2, 5), (3, 2))	-731.80	-715.33	-753.20	-989.69	DOWN
((2, 5), (3, 4))	-669.41	-663.81	-695.19	-1010.91	DOWN
((2, 5), (3, 5))	-118.43	142.18	-151.11	-1012.00	DOWN
((2, 5), (3, 7))	-107.87	-95.44	-94.79	-618.71	LEFT
((2, 5), (3, 8))	-90.24	-104.96	-90.54	-413.61	UP
((2, 5), (3, 9))	-96.90	-99.17	-97.62	-473.24	UP
((2, 5), (3, 10))	-43.68	-77.52	-50.41	-101.00	UP
((2, 5), (4, 1))	-757.36	-744.66	-746.24	-882.21	DOWN
((2, 5), (4, 2))	-739.54	-773.13	-731.58	-1008.13	LEFT
((2, 5), (4, 4))	-651.10	-625.69	-651.30	-948.48	DOWN
((2, 5), (4, 5))	-142.04	-109.47	-1.18	-1012.00	LEFT
((2, 5), (4, 6))	-312.33	-349.25	-343.41	-899.49	UP
((2, 5), (4, 7))	-157.43	-137.86	-143.98	-657.83	DOWN
((2, 5), (4, 8))	-143.52	-144.48	-143.19	-526.92	LEFT
((2, 5), (4, 9))	-121.38	-158.97	-129.49	-347.34	UP
((2, 5), (4, 10))	-89.20	-89.34	-90.82	-347.34	UP
((2, 8), (1, 1))	-656.89	-658.09	-911.06	-657.15	UP
((2, 8), (1, 2))	-621.38	-622.97	-920.45	-623.21	UP
((2, 8), (1, 3))	-628.25	-627.96	-907.50	-628.41	DOWN
((2, 8), (1, 4))	-556.41	-556.44	-828.55	-555.72	RIGHT
((2, 8), (1, 5))	-592.55	-593.67	-942.13	-592.99	UP
((2, 8), (1, 8))	-119.37	-102.60	-619.32	-101.33	RIGHT
((2, 8), (1, 9))	672.34	360.00	-1011.00	461.01	UP
((2, 8), (1, 10))	355.75	-38.95	-347.68	88.59	UP
((2, 8), (1, 11))	-42.81	-30.50	-347.68	-27.79	RIGHT
((2, 8), (1, 12))	-35.82	-27.81	-192.09	-28.70	DOWN
((2, 8), (1, 13))	0.00	-1.10	0.00	-0.99	UP
((2, 8), (2, 1))	-667.40	-667.79	-896.87	-667.41	UP
((2, 8), (2, 2))	-641.34	-613.30	-928.69	-612.61	RIGHT
((2, 8), (2, 4))	-549.25	-553.45	-862.65	-553.60	UP
((2, 8), (2, 5))	-478.99	-474.58	-913.24	-475.17	DOWN
((2, 8), (2, 9))	-16.45	343.66	-778.17	-77.33	DOWN
((2, 8), (2, 10))	-70.79	-70.01	-413.20	-71.02	DOWN
((2, 8), (2, 11))	-46.36	-41.74	-347.00	-41.38	RIGHT
((2, 8), (3, 1))	-651.51	-654.31	-977.72	-651.21	RIGHT
((2, 8), (3, 2))	-660.51	-661.36	-928.69	-661.81	UP
((2, 8), (3, 4))	-599.78	-597.32	-967.19	-596.73	RIGHT
((2, 8), (3, 5))	-421.04	-408.48	-825.29	-407.92	RIGHT
((2, 8), (3, 7))	-141.15	-142.37	-618.09	-141.20	UP
((2, 8), (3, 8))	-162.55	-145.45	-574.66	-146.15	DOWN
((2, 8), (3, 9))	-172.20	-21.20	-801.26	-135.68	DOWN
((2, 8), (3, 10))	-74.87	-78.12	-413.20	-74.78	RIGHT
((2, 8), (4, 1))	-699.38	-698.58	-947.70	-698.54	RIGHT
((2, 8), (4, 2))	-677.22	-677.69	-895.11	-676.74	RIGHT
((2, 8), (4, 4))	-561.92	-559.16	-925.04	-560.91	DOWN
((2, 8), (4, 5))	-343.06	-337.61	-860.95	-338.80	DOWN
((2, 8), (4, 6))	-278.84	-250.61	-802.84	-248.51	RIGHT
((2, 8), (4, 7))	-206.98	-155.70	-657.18	-156.71	DOWN
((2, 8), (4, 8))	-167.92	-160.36	-526.40	-160.46	DOWN
((2, 8), (4, 9))	-157.68	315.45	-822.03	-150.33	DOWN
((2, 8), (4, 10))	-192.37	-158.78	-801.26	-157.61	RIGHT
((2, 9), (1, 1))	-652.41	-653.31	-652.80	-652.32	RIGHT
((2, 9), (1, 2))	-628.08	-627.98	-632.55	-628.79	DOWN
((2, 9), (1, 3))	-625.68	-625.83	-627.20	-626.93	UP
((2, 9), (1, 4))	-559.24	-559.58	-559.58	-559.35	UP
((2, 9), (1, 5))	-593.44	-593.70	-597.54	-593.86	UP
((2, 9), (1, 8))	-162.47	-112.35	-154.04	-113.10	DOWN
((2, 9), (1, 9))	431.86	276.34	588.60	297.68	LEFT
((2, 9), (1, 10))	702.69	495.51	405.58	561.79	UP
((2, 9), (1, 11))	-33.34	-30.15	-63.99	593.61	RIGHT
((2, 9), (1, 12))	-28.77	-29.54	-29.22	250.13	RIGHT
((2, 9), (1, 13))	-1.72	-1.00	-1.00	1.64	RIGHT
((2, 9), (2, 1))	-664.58	-668.13	-664.44	-665.11	LEFT
((2, 9), (2, 2))	-608.91	-609.61	-608.52	-608.58	LEFT
((2, 9), (2, 4))	-557.21	-558.47	-556.57	-556.62	LEFT
((2, 9), (2, 5))	-483.66	-483.83	-489.33	-483.72	UP
((2, 9), (2, 8))	-147.26	-146.81	-657.83	-147.12	DOWN
((2, 9), (2, 10))	-75.35	-25.82	-74.97	-102.69	DOWN
((2, 9), (2, 11))	-42.56	-42.56	-73.21	-42.70	DOWN
((2, 9), (3, 1))	-653.16	-654.96	-654.06	-652.96	RIGHT
((2, 9), (3, 2))	-661.31	-661.29	-661.13	-661.31	LEFT
((2, 9), (3, 4))	-599.01	-599.08	-599.60	-599.86	UP
((2, 9), (3, 5))	-409.62	-409.54	-414.43	-409.57	DOWN
((2, 9), (3, 7))	-144.40	-143.97	-144.11	-143.93	RIGHT
((2, 9), (3, 8))	-150.20	-150.09	-169.51	-150.22	DOWN
((2, 9), (3, 9))	-141.14	-142.31	-148.66	-136.04	RIGHT
((2, 9), (3, 10))	-81.96	-82.54	-133.80	-82.42	UP
((2, 9), (4, 1))	-700.15	-699.18	-704.15	-699.59	DOWN
((2, 9), (4, 2))	-679.60	-678.77	-679.54	-679.53	DOWN
((2, 9), (4, 4))	-589.88	-590.66	-592.38	-589.66	RIGHT
((2, 9), (4, 5))	-342.06	-341.25	-346.47	-340.70	RIGHT
((2, 9), (4, 6))	-259.43	-259.35	-313.37	-258.85	RIGHT
((2, 9), (4, 7))	-158.30	-158.01	-157.66	-158.36	LEFT
((2, 9), (4, 8))	-158.80	-159.48	-159.11	-160.44	UP
((2, 9), (4, 9))	-163.96	-53.23	-194.15	-163.98	DOWN
((2, 9), (4, 10))	-160.26	-142.99	-165.10	-162.10	DOWN
((2, 10), (1, 1))	-649.50	-650.81	-649.00	-658.69	LEFT
((2, 10), (1, 2))	-622.82	-639.31	-623.35	-622.06	RIGHT
((2, 10), (1, 3))	-624.03	-638.22	-624.15	-624.17	UP
((2, 10), (1, 4))	-556.55	-558.09	-557.79	-566.25	UP
((2, 10), (1, 5))	-589.94	-590.87	-589.82	-606.60	LEFT
((2, 10), (1, 8))	-115.54	-143.46	-115.58	-117.88	UP
((2, 10), (1, 9))	255.08	237.32	414.13	171.26	LEFT
((2, 10), (1, 10))	539.19	38.37	653.87	246.57	LEFT
((2, 10), (1, 11))	719.63	309.90	477.62	527.57	UP
((2, 10), (1, 12))	578.60	-32.04	14.45	5.75	UP
((2, 10), (1, 13))	-1.75	-1.71	-1.71	68.46	RIGHT
((2, 10), (2, 1))	-663.52	-662.67	-663.12	-663.27	DOWN
((2, 10), (2, 2))	-605.19	-616.64	-604.57	-617.11	LEFT
((2, 10), (2, 4))	-553.10	-553.72	-554.34	-564.55	UP
((2, 10), (2, 5))	-479.45	-479.01	-480.31	-479.71	DOWN
((2, 10), (2, 8))	-150.55	-170.41	-191.24	-188.93	UP
((2, 10), (2, 9))	30.20	-103.10	-127.34	-158.86	UP
((2, 10), (2, 11))	-44.01	-88.81	-44.45	-524.31	UP
((2, 10), (3, 1))	-650.33	-672.86	-651.91	-655.34	UP
((2, 10), (3, 2))	-659.38	-659.93	-660.17	-667.17	UP
((2, 10), (3, 4))	-599.85	-600.68	-600.80	-606.19	UP
((2, 10), (3, 5))	-406.44	-417.79	-405.86	-422.48	LEFT
((2, 10), (3, 7))	-144.26	-144.64	-145.01	-156.91	UP
((2, 10), (3, 8))	-148.48	-177.96	-148.86	-178.04	UP
((2, 10), (3, 9))	-138.91	-57.26	-139.14	-154.73	DOWN
((2, 10), (3, 10))	-85.89	-87.51	-85.53	-107.35	LEFT
((2, 10), (4, 1))	-695.37	-696.65	-695.37	-695.61	LEFT
((2, 10), (4, 2))	-678.11	-684.08	-679.56	-679.45	UP
((2, 10), (4, 4))	-588.32	-611.02	-588.36	-587.43	RIGHT
((2, 10), (4, 5))	-335.32	-336.03	-335.89	-335.94	UP
((2, 10), (4, 6))	-260.41	-262.21	-260.30	-287.84	LEFT
((2, 10), (4, 7))	-155.58	-156.64	-155.77	-170.05	UP
((2, 10), (4, 8))	-156.30	-184.36	-156.92	-181.49	UP
((2, 10), (4, 9))	-162.70	-180.50	-162.97	-185.91	UP
((2, 10), (4, 10))	-161.46	-203.47	-161.06	-183.82	LEFT
((2, 11), (1, 1))	-626.51	-837.51	-629.54	-816.34	UP
((2, 11), (1, 2))	-615.36	-668.26	-615.87	-765.20	UP
((2, 11), (1, 3))	-616.52	-789.74	-615.69	-870.30	LEFT
((2, 11), (1, 4))	-542.36	-733.36	-545.34	-701.29	UP
((2, 11), (1, 5))	-570.74	-760.73	-571.54	-809.99	UP
((2, 11), (1, 8))	-102.23	-577.51	-101.00	-415.24	LEFT
((2, 11), (1, 9))	149.60	-726.18	266.09	-694.42	LEFT
((2, 11), (1, 10))	-38.80	-347.34	410.72	-101.00	LEFT
((2, 11), (1, 11))	57.05	-191.52	611.68	-273.17	LEFT
((2, 11), (1, 12))	721.25	-965.27	442.05	-980.82	UP
((2, 11), (1, 13))	621.65	-100.80	-2.26	-191.14	UP
((2, 11), (2, 1))	-645.22	-736.23	-643.04	-791.28	LEFT
((2, 11), (2, 2))	-587.25	-666.95	-589.71	-813.17	UP
((2, 11), (2, 4))	-537.87	-809.99	-539.21	-699.91	UP
((2, 11), (2, 5))	-474.78	-829.36	-475.28	-785.11	UP
((2, 11), (2, 8))	-146.44	-576.37	-146.14	-348.03	LEFT
